sample	tcell_fraction_float
NWD496710	0.030777346
NWD619496	0.152091051
NWD941179	0.257088316
NWD391619	0.154448645
NWD279350	0.069929224
NWD825377	0.183897698
NWD950511	0.02770654
NWD374997	0.140377493
NWD213239	0.158395885
NWD192584	0.137159535
NWD314009	0.116425121
NWD635370	0.164861628
NWD984407	0.014661435
NWD927050	0.124335207
NWD207556	0.126047682
NWD670054	0.204135821
NWD575527	0.018768937
NWD837284	0.182663905
NWD679087	0.052975181
NWD756921	0.133207153
NWD259850	0.035775112
NWD731275	0.036461039
NWD830862	0.012578744
NWD266733	0.096120958
NWD843425	0.068988814
NWD879931	0.043587474
NWD522948	0.2371251
NWD486802	0.019594019
NWD531069	0.079450513
NWD872098	0.107804383
NWD781957	0.139134683
NWD751048	0.159989656
NWD497017	0.019396187
NWD107359	0.233755916
NWD426938	0.111928668
NWD176596	0.000995405
NWD223561	0.260871646
NWD768801	0.181763592
NWD610252	0.174113052
NWD923191	0.109866839
NWD811038	0.137040301
NWD787003	0.114895092
NWD196317	0.146515805
NWD963866	0.216339117
NWD849617	0.050660862
NWD823688	0.105729018
NWD851642	0.103638826
NWD221309	0.042350237
NWD545030	0.096576023
NWD835822	0.073425133
NWD329382	0.153494138
NWD269136	0.099087987
NWD170842	0.166940556
NWD347062	0
NWD513048	0.238432729
NWD782128	0.169396704
NWD187147	0.072993912
NWD837274	0.0105222
NWD652503	0.070115346
NWD328531	0.133091059
NWD284504	0.149046401
NWD748860	0.156993125
NWD766978	0.154855835
NWD709603	0.209587668
NWD734507	0.057737746
NWD775240	0.027255033
NWD398536	0.116114944
NWD979619	0.072446486
NWD425628	0.058613693
NWD182596	0.05384323
NWD775305	0.193662725
NWD664238	0.162645759
NWD546499	0.101353385
NWD864407	0.127223686
NWD895409	0.009121997
NWD430776	0.107897805
NWD339711	0.149458568
NWD947460	0.192478324
NWD171028	0.111715947
NWD571821	0.099522539
NWD660043	0.097728497
NWD747599	0.17450608
NWD319806	0.139335955
NWD596682	1.11E-16
NWD574067	0.082574218
NWD394053	0.187130804
NWD765893	0.066789626
NWD235291	0.196910677
NWD904009	0.153511522
NWD192447	0.05120686
NWD492117	0.14059893
NWD122135	0.106214129
NWD364011	0.159335529
NWD648988	0.024867898
NWD934230	0.12140133
NWD382995	0.086267166
NWD254258	0.113175074
NWD227163	0.078416674
NWD224957	0.109271134
NWD348543	0.112999388
NWD843431	0.190461279
NWD499287	0.153199953
NWD366421	0.014567361
NWD188394	0.034471368
NWD680414	0.306721919
NWD659939	0
NWD808150	0.06894621
NWD728473	0.097694236
NWD571944	0.17099264
NWD452371	0.019185093
NWD603293	0.143170482
NWD137826	0.078383634
NWD359230	0.13906617
NWD937256	0.153410784
NWD295482	0.08611093
NWD697110	0.011301977
NWD458737	0.091067387
NWD297771	0.118872671
NWD943141	0.164773308
NWD959688	0
NWD967354	0.152784466
NWD356332	0.185013267
NWD989357	0.087712179
NWD212033	0.091864837
NWD139844	0.108120864
NWD451829	0.09173705
NWD308793	0.086364199
NWD489417	0.141360266
NWD846031	0.066497579
NWD979534	0.138668341
NWD392269	0.051589933
NWD978242	0.175801043
NWD343935	0.157838138
NWD480252	0.10116838
NWD291182	0.040637575
NWD832969	0
NWD525081	0.042805465
NWD522522	0.072609789
NWD404794	0.174300722
NWD557493	0.057491336
NWD967457	0.094342062
NWD319334	0.159430286
NWD542399	0.280955855
NWD166048	0.117298204
NWD663999	0.028251201
NWD301262	0.111422624
NWD897384	0.108698021
NWD447066	0.127914483
NWD267804	0.068259762
NWD413928	0.101676384
NWD422902	0.183304614
NWD343906	0.083356578
NWD601611	0.114080542
NWD280403	0.167800912
NWD739638	0.124083332
NWD706165	0.088737263
NWD559022	0
NWD885946	0.105732221
NWD907762	0.073880678
NWD641996	0.122685751
NWD881393	0.215770121
NWD625440	0.029460782
NWD902806	0.165720651
NWD207838	0.056837091
NWD538748	0.049015621
NWD526561	0.318384272
NWD992356	0.14180117
NWD580811	0.039915635
NWD723974	1.11E-16
NWD846997	0.015517279
NWD766795	0.129350283
NWD568029	0.098099301
NWD535620	0.1317021
NWD851506	0.099480111
NWD813990	0.106095602
NWD247275	0.072822863
NWD870116	0.124738881
NWD365083	0.127422028
NWD445247	0.107548875
NWD142483	0.082640065
NWD311825	0.10428374
NWD799936	0.262264288
NWD122625	0.213719481
NWD147324	0
NWD236983	0.184188352
NWD821901	0.097111148
NWD542056	0
NWD790590	0.122805048
NWD451938	0.091901323
NWD687753	0.18781497
NWD493762	0.034723837
NWD820595	0
NWD234210	0.188816522
NWD714973	0.232308398
NWD101585	0.124197073
NWD404913	0.139346397
NWD292841	0.171897646
NWD481780	0.023229209
NWD147905	0.07754356
NWD857218	0.143954681
NWD658119	0.21789857
NWD748430	0.123963329
NWD301472	0.147245734
NWD931661	0.086900062
NWD595572	0
NWD809752	0.136351316
NWD547416	0.175339019
NWD899155	0.163437889
NWD416878	0.21296067
NWD939885	0.089853563
NWD983851	0.058690852
NWD480908	0.078089496
NWD873212	0.186213642
NWD205359	0.045105755
NWD418718	0.132914729
NWD159702	0.134600267
NWD367227	0.140064431
NWD374053	0.124325185
NWD173002	0.061774326
NWD757232	0.11237348
NWD596637	0.17847582
NWD859495	0.127152052
NWD290989	0.165215803
NWD188114	0.013337068
NWD952829	0.176697606
NWD174773	0.147934993
NWD949739	0.165409336
NWD959152	0.303043393
NWD520758	0.105577709
NWD168318	0.127841448
NWD663797	1.11E-16
NWD845333	0.091096455
NWD989633	0.041257168
NWD423047	0.149313319
NWD355283	0.201277741
NWD776251	0.234410599
NWD914892	0.152298482
NWD189642	0.085850775
NWD905921	0.146552455
NWD105412	0.08540322
NWD991021	0.160172453
NWD445287	0.077589038
NWD969617	0.047640218
NWD772666	0.110644445
NWD666308	0.146217595
NWD534278	0.208767958
NWD298587	1.11E-16
NWD518645	0.052163455
NWD363924	0.094522994
NWD695097	0.100329615
NWD431563	0.216333164
NWD753539	0.071326621
NWD702935	0.173608351
NWD793885	0.110695137
NWD173285	0.062956165
NWD937554	0.100862862
NWD109212	0.118035514
NWD104501	0.094888421
NWD573497	0.066311928
NWD809162	0.160050637
NWD683508	0.01388377
NWD952424	0.188756686
NWD161524	0.050619553
NWD792408	0.27449
NWD295942	0.186827377
NWD899861	0.177984027
NWD358148	0.031743506
NWD606488	0.100130424
NWD741274	0.087585681
NWD506226	0.033086605
NWD769529	0
NWD323796	0.123592995
NWD859087	0.209527466
NWD123854	0.124803618
NWD302572	0.1273484
NWD204367	0.032813195
NWD221940	0.093684179
NWD182392	0.121414698
NWD400738	0.050464085
NWD512356	0.020240272
NWD644143	0.140591332
NWD341164	0.182488856
NWD354467	0.07976642
NWD397168	0.01039493
NWD186165	0.095207022
NWD903966	0.187508965
NWD491548	0
NWD105937	0.187711588
NWD896508	0.034723049
NWD612920	0.217240993
NWD314912	0.079485192
NWD931706	0.213680608
NWD363255	0.064431384
NWD457265	0.130529184
NWD902570	0.117993219
NWD904842	0.041770865
NWD645140	0.001825379
NWD410145	0.070400642
NWD251252	0.028475169
NWD443193	0.154279409
NWD188305	0.061078178
NWD590300	0.011804519
NWD203238	0.146462223
NWD414640	0
NWD726747	0.113482836
NWD294722	0
NWD397219	0.094435675
NWD897778	0.172707879
NWD237915	0.212478302
NWD806063	0.160411529
NWD725321	0.108072625
NWD636863	0.130956754
NWD631622	0.001412728
NWD509834	0.091983618
NWD595015	0.22396369
NWD488725	0.103409451
NWD335867	0.214741393
NWD855140	0.206699657
NWD927126	0.072027011
NWD142543	0.043382466
NWD182535	0.149516525
NWD574520	0.113184524
NWD866117	0.322649875
NWD289924	0.089288555
NWD331877	0.160008444
NWD852862	0.068845589
NWD900419	0
NWD448807	0.154670624
NWD422493	0.089217824
NWD961424	0.115236323
NWD884609	0.11288606
NWD984909	0.088861761
NWD406906	0.099448756
NWD427404	0.021095781
NWD333837	0.116235081
NWD430835	0.15985811
NWD384707	0.195733268
NWD510351	0.117532519
NWD682421	0.269605669
NWD915272	0.257387182
NWD136874	0.152455459
NWD714686	0.137288201
NWD198464	0.122217889
NWD274057	0.035420363
NWD786627	0.182675327
NWD200044	0.098145379
NWD605584	0.001216679
NWD369572	0.113317599
NWD599503	0.039781104
NWD502068	0.033745293
NWD722226	0.174070895
NWD589719	0.082567248
NWD153049	0.019323991
NWD180005	0.086302216
NWD851557	0.200722785
NWD598497	0.094812421
NWD518681	0.080720241
NWD711120	0.128943263
NWD595317	0.102718972
NWD428903	0.10722639
NWD942708	0.112334355
NWD793941	0.097234898
NWD768486	0.188989824
NWD587240	0.040654423
NWD868868	0.145601851
NWD800229	0.229336638
NWD996348	0.110520339
NWD638440	0.09745823
NWD695449	0.26026811
NWD944465	0.172699526
NWD761414	0.014715829
NWD640743	0.044379018
NWD289684	0.036084026
NWD689578	0.055829989
NWD705029	0.302493111
NWD506931	0
NWD783744	0.003919235
NWD958016	0
NWD224038	0.178595968
NWD836750	0.127913215
NWD422190	0.126239067
NWD773097	0.081823246
NWD197784	0.11835411
NWD932618	0.174971673
NWD418899	0.064413873
NWD946931	0.153276821
NWD950126	0.081208979
NWD670708	0.08842229
NWD878793	0.094275261
NWD845203	0.159343867
NWD902332	0.041541526
NWD758631	0.092040874
NWD464091	0.034041415
NWD711141	0.11095516
NWD435930	0.147730724
NWD425079	0.149226568
NWD512086	0.100365149
NWD861778	0.051614302
NWD534264	0.18543155
NWD627879	0.114801657
NWD534659	0.233153765
NWD930332	0.06770406
NWD387286	0.126389641
NWD116252	0.163270639
NWD653140	0.081876607
NWD168207	0.034589969
NWD241476	0.115703142
NWD707153	0.09167631
NWD524456	0.148109336
NWD783670	0.131102169
NWD963849	0.078500141
NWD344403	0
NWD607611	0.038162533
NWD156945	0.14057496
NWD244724	0.128249962
NWD202048	0.063273734
NWD225065	0.192325031
NWD702004	0.082113075
NWD818437	0.217257899
NWD965377	0.061278293
NWD621393	0.179932027
NWD883258	0.228106955
NWD745847	0.026658833
NWD218273	0.105122407
NWD187379	0.109914705
NWD429006	0.03437882
NWD186065	0.166287574
NWD435671	0.024801824
NWD996268	0.158139205
NWD779713	0.101327407
NWD273356	0.143401192
NWD442732	0.130547932
NWD238153	0.110688338
NWD869327	0.196288012
NWD109822	0.187248347
NWD634868	0.061615743
NWD408009	0.160739817
NWD883850	0.217640098
NWD384890	0.1629642
NWD540008	0.031294254
NWD989282	0.18261717
NWD393234	0.182744377
NWD109229	0.195041694
NWD215138	0.165357764
NWD470563	0.09230487
NWD591766	0.120498561
NWD215026	0.122400841
NWD512610	0.060532133
NWD978061	0.302827248
NWD217447	0.021438622
NWD724855	0.233736971
NWD301437	0.094415313
NWD821114	0.191036613
NWD602057	0.133432667
NWD619383	0.135924627
NWD407357	0.04815984
NWD661343	0.184812168
NWD592719	0.172130026
NWD653971	0.063748729
NWD521072	0.183353949
NWD206791	0.278138247
NWD228195	0.132097227
NWD891102	0.237014285
NWD945600	0.133479404
NWD717810	0.110471956
NWD133198	0.190356887
NWD627909	0.148168317
NWD950245	0.238886626
NWD148998	0.126027403
NWD385954	0.062512954
NWD465433	0.141255669
NWD837329	0
NWD275317	0.160910226
NWD553130	0.117228943
NWD129580	0.123801396
NWD481600	0.195483538
NWD620883	0.18312789
NWD381280	0.065725357
NWD480501	0.162539921
NWD387037	0.093519145
NWD526049	0.033065174
NWD682789	0.09452588
NWD538950	0
NWD881895	0.100638547
NWD628533	0.132543323
NWD152015	0.081738213
NWD701413	0.180128353
NWD667760	0.251609704
NWD821420	0.209299917
NWD837705	0.103501669
NWD707568	0.168500045
NWD856881	0.16941263
NWD173787	0.162771399
NWD323923	0.147025088
NWD760555	0.161782728
NWD480673	0.149635702
NWD980553	0.075536618
NWD511509	0.076627723
NWD426915	0.288070928
NWD974328	0.190209493
NWD109767	0.229281252
NWD119154	0.155141308
NWD713588	0.074987342
NWD607453	0.217600135
NWD158201	0.118441861
NWD253968	0.072790489
NWD146901	0.071084229
NWD849650	0
NWD141990	0
NWD557062	0.014177441
NWD926214	0.125767311
NWD753603	0.191555132
NWD546589	0.098080956
NWD812506	0.048161872
NWD983231	0.189472341
NWD679746	0.063861825
NWD373443	0.281303379
NWD676478	0.201871902
NWD522880	0.058331756
NWD527865	0.088741711
NWD570627	0.186034666
NWD110275	0.161838028
NWD537411	0.099880404
NWD382746	0.060355522
NWD608296	0.009621863
NWD584564	0.16420456
NWD434270	0.083023484
NWD113929	0.068309099
NWD305387	0.076479232
NWD674829	0.041577709
NWD938973	0
NWD627263	0.209863767
NWD482326	0.121166103
NWD364350	0.049183108
NWD750535	0.065472907
NWD425727	0.04465566
NWD298459	0
NWD122608	0.195503979
NWD108875	0.046223167
NWD788023	0.18826742
NWD200820	0.22487245
NWD612413	0.119987678
NWD414048	0.081917626
NWD879756	0.151569874
NWD879239	0.097178729
NWD734223	0.097319032
NWD834154	0.097020371
NWD171267	0.208942885
NWD244867	0.12118778
NWD559513	0.09862864
NWD915010	0.251416731
NWD983989	0.065149985
NWD829437	0.101153851
NWD160065	0.074215018
NWD603717	0.119815487
NWD873783	0.123047867
NWD732478	0.088017698
NWD795781	0.169436607
NWD223537	0.120769638
NWD135146	0.080752759
NWD290981	0.165455982
NWD341102	0.124983778
NWD195803	0.134717272
NWD295134	0.144887665
NWD403545	0
NWD622085	0.081750682
NWD958217	0.125457924
NWD922771	0.149512596
NWD888733	0.164557194
NWD935307	0.130162781
NWD118297	0.200121403
NWD160117	0.083700316
NWD617628	0.11046769
NWD615897	0.06639904
NWD352836	0.18904462
NWD300993	0.121990767
NWD198560	0.087870532
NWD643598	0.19779384
NWD448008	0.086261892
NWD260616	0.060505127
NWD180547	0.128070591
NWD805341	0.122735962
NWD283487	0.093381734
NWD300471	0.087007893
NWD277285	0
NWD155623	0.199703218
NWD597513	0.127070491
NWD881011	0.094735263
NWD925592	0.117151241
NWD263900	0.050701148
NWD239880	0.103062908
NWD792440	0.138342212
NWD968411	0.047562257
NWD717702	0.157725216
NWD605425	0.139907766
NWD656323	0.141233249
NWD532942	0.222173554
NWD526392	0.168158859
NWD437525	0.0373859
NWD261071	0.107998031
NWD528395	0.059805486
NWD965432	0.065662414
NWD693402	0.121850248
NWD770989	0.185515017
NWD132273	0.101068439
NWD499709	0.140818913
NWD511548	0.114557931
NWD439106	0.008781206
NWD914366	0.173241242
NWD822216	0.226543905
NWD417708	0.158207849
NWD789060	0.12971849
NWD513224	0.108693467
NWD240662	0.100913818
NWD621010	0.03851717
NWD459661	0.247623612
NWD677921	0.069293382
NWD613749	0.054747534
NWD205937	0.183652221
NWD695516	0.220746175
NWD240509	0.17761449
NWD437779	0.078034449
NWD836947	0.104804162
NWD495788	0.144124419
NWD330293	0.095985836
NWD739415	0.081872117
NWD548156	0.166573163
NWD595094	0.160882983
NWD694695	0
NWD986513	0.111310647
NWD631626	0.152715661
NWD511470	0.097959949
NWD178472	0.001320172
NWD142114	0.126270555
NWD568160	0.168844922
NWD115589	0.07601921
NWD730925	0.135617891
NWD194490	0.085062331
NWD533020	0.081206404
NWD312386	0.116523597
NWD627983	0.136668444
NWD650386	0.103344769
NWD245591	0.094470317
NWD995762	0.092293699
NWD586871	0.195379883
NWD765945	0.031854869
NWD433479	0.047380619
NWD541461	0.12051627
NWD127242	0.080009216
NWD969725	0.222642915
NWD720133	0.101605522
NWD828972	0.137961737
NWD120439	0.066718497
NWD172934	0.049508107
NWD687424	0.106102334
NWD506358	0.147826412
NWD739395	0.143991181
NWD975393	0.181331117
NWD156719	0
NWD576824	0.150749011
NWD725043	0.24570783
NWD369085	0.110634351
NWD116407	0.198834592
NWD120345	0.085897773
NWD174163	0.119928458
NWD543559	0.089781366
NWD585794	0.168461259
NWD614364	0.069246683
NWD482777	0.127874393
NWD933710	0.178351703
NWD126200	0.199933813
NWD804751	0.100178434
NWD584844	0.119914985
NWD272149	0.128613893
NWD123569	0.219556669
NWD931668	0.113796056
NWD303967	0
NWD415258	0.051066209
NWD620684	0.103762334
NWD514266	0.163306046
NWD894926	0.02974347
NWD742749	0.020460517
NWD590532	0.066429608
NWD190606	0.127132934
NWD302792	0.16724069
NWD606161	0.017469085
NWD565018	0.232417652
NWD964141	0.199089585
NWD816799	0.129783254
NWD297279	0.087882945
NWD223479	0.186468216
NWD120136	0.114191483
NWD755561	0.219745866
NWD200704	0.205079683
NWD636580	0.149834859
NWD343076	0.132768964
NWD101692	0.124480206
NWD399841	0.18387916
NWD203442	0.141559209
NWD856331	0.096502091
NWD429397	0.165328889
NWD859848	0.063521881
NWD428776	0.049603372
NWD761835	0.040780005
NWD626354	0.10915427
NWD465996	0.230964036
NWD951965	0.106320994
NWD429350	0.083834057
NWD895888	0.121633809
NWD854793	0.125631639
NWD810163	0.107671735
NWD805173	0.155522107
NWD986182	0.177799967
NWD899134	0.107667636
NWD258614	0.074040412
NWD126842	0.138783334
NWD160126	0.115818016
NWD339926	0.17452653
NWD776724	0.098421634
NWD262576	0.097957311
NWD561364	0.07275466
NWD266266	0.157836198
NWD529853	0.105856016
NWD881639	0.153891253
NWD496337	0.128234368
NWD566337	0.058230335
NWD914622	0.188705499
NWD240178	0.12156498
NWD236570	0.030554374
NWD774817	0.089017193
NWD306225	0.210216155
NWD702871	0.194686676
NWD196088	0
NWD213360	0.000858661
NWD406322	0.133691065
NWD327498	0.107625721
NWD895983	0.086918168
NWD209573	0.037947529
NWD264272	0.222713159
NWD497910	0.063138271
NWD683043	0.142549558
NWD814041	0.195499711
NWD868922	0
NWD984164	0.164841572
NWD553439	0.072508306
NWD754350	0.109809616
NWD377039	0.298669612
NWD136533	0.270367719
NWD921820	0.152214643
NWD145944	0
NWD628602	0.243261221
NWD604757	0.107106744
NWD479170	0
NWD607808	0.086633147
NWD275826	0.080194894
NWD451465	0.077644625
NWD178846	0.15135707
NWD554859	0.094647265
NWD973071	0.106421571
NWD142477	0.099638115
NWD922941	0.199083148
NWD785741	0.308351167
NWD754190	0.220342157
NWD595057	0.16497609
NWD146817	0.092382446
NWD327321	0.120011669
NWD687642	0.132959626
NWD192899	0.15338072
NWD932727	0.118991091
NWD370643	0.217248819
NWD220308	0.116075859
NWD629336	0.089995975
NWD887256	0.122488123
NWD386542	0.172026168
NWD778571	0.162114057
NWD683052	0.030572485
NWD116609	0.041668749
NWD708603	0.111083414
NWD955052	0.100426045
NWD109923	0.149872436
NWD103946	0.172353339
NWD632786	0.173732325
NWD702254	0.165949004
NWD876495	0.081531063
NWD507400	0.003110111
NWD791091	0.237259589
NWD568381	0.213861728
NWD201042	0.19684902
NWD206808	0.052090849
NWD365769	0.205209636
NWD530949	0.205961758
NWD327593	0.136865191
NWD853998	0.098289494
NWD807742	0.228777875
NWD755187	0.16012573
NWD477370	0.051305241
NWD372571	0.136861487
NWD566648	0.119467685
NWD195743	0.173348912
NWD176562	0.157292755
NWD650700	0.044779329
NWD766332	0.138876009
NWD515207	0.139459567
NWD566462	0.147193078
NWD600773	0
NWD832180	0.140086292
NWD402405	0.050400205
NWD652714	0.063113723
NWD644481	0.095895762
NWD723387	0.181797139
NWD891155	0.195572276
NWD960460	0.053768637
NWD494928	0.207688781
NWD326591	0.2144093
NWD560512	0.103778019
NWD513972	0.072220407
NWD966582	0.083695328
NWD159793	0.195780424
NWD923531	0.062006977
NWD135776	0.271684121
NWD830535	0.130284742
NWD866618	0.167631599
NWD887935	0.0497051
NWD708400	0.188348672
NWD897331	0.156388574
NWD731252	0.205591429
NWD859855	0.113206127
NWD379598	0.098370041
NWD967870	0.094280634
NWD848340	0.022022383
NWD533798	0.121491289
NWD309126	0.057703561
NWD641090	0.149271858
NWD273623	0.198170706
NWD325276	0.094350181
NWD615967	0.115332523
NWD597193	0.059347693
NWD479464	0.056623182
NWD559265	0.07879131
NWD145650	0.097198299
NWD196547	0.286807399
NWD432451	0.107623628
NWD657874	0.126781278
NWD729778	0.124662082
NWD365735	0.190510619
NWD885341	0.023597899
NWD791454	0.088391958
NWD207834	0.237937514
NWD529470	0
NWD940101	0.140849287
NWD812706	0.081406105
NWD583711	0.131089423
NWD323118	0.135170717
NWD993478	0.171501192
NWD668243	0.034281549
NWD264516	0.132056666
NWD499612	0.114818287
NWD896425	0.116713302
NWD545202	0.067586967
NWD502870	0.069800205
NWD129120	0.149562581
NWD624525	0.199580367
NWD193052	0.0296452
NWD232164	0.164041198
NWD476120	0.115808534
NWD390869	0.166775337
NWD190088	0.155991583
NWD367842	0.151032016
NWD668200	0.057524604
NWD105497	0.073163387
NWD437217	0.001243561
NWD310469	0.129269011
NWD347014	0
NWD126712	0.040185318
NWD730480	0.124763244
NWD499498	0.18848201
NWD277733	0.105374466
NWD790073	0.120420821
NWD265506	0.177164596
NWD960082	0.072298938
NWD436335	0.216625098
NWD640464	0.074864866
NWD267244	0.136714288
NWD102081	0.124859537
NWD281941	0.24474351
NWD129763	0.142614059
NWD127172	0.105066209
NWD511047	0.141299789
NWD917449	0.103968849
NWD502825	0.053534666
NWD957893	0.149143692
NWD961950	0.131846076
NWD596451	0.065714756
NWD221327	0.158582883
NWD654627	0.044884071
NWD756530	0.090615149
NWD477528	0.101535961
NWD982722	0.149380598
NWD779252	0.045538074
NWD470701	0.146794269
NWD621586	0.12779348
NWD412572	0.133430731
NWD975485	0.117065061
NWD757870	0.132131195
NWD604288	0.050898156
NWD885132	0.148779016
NWD811875	0.122689506
NWD601543	0.212335697
NWD236052	0.147673168
NWD115411	0.179284007
NWD807132	0.119791522
NWD803952	0.17993517
NWD629227	0.170095737
NWD427464	0.120891463
NWD531327	0.107798571
NWD218855	0.11400488
NWD296850	0.167376976
NWD206245	0.103827194
NWD855063	0.120027188
NWD558270	0.130727334
NWD608500	0.105522805
NWD546040	0.128462885
NWD757961	0.045341717
NWD918189	0.187656409
NWD801156	0.021576098
NWD309744	0.082738614
NWD255048	0.168045679
NWD323882	0.024458141
NWD196534	0.036001655
NWD577906	0.052965952
NWD133095	0.113676506
NWD379395	0.069599739
NWD366033	0.127975535
NWD533972	0.213318951
NWD940253	0.208009348
NWD689057	0.072800125
NWD659360	0.086376536
NWD550643	0.25929074
NWD463836	0.045024366
NWD492251	0.00599914
NWD614013	0.146187798
NWD701628	0.247252889
NWD779328	0.090731364
NWD381292	0.234289771
NWD760625	0.216571727
NWD335116	0.155595157
NWD512172	0.106768242
NWD836454	0.160549326
NWD308444	0.063849828
NWD160366	0.106710299
NWD359127	0.254976966
NWD207079	0.143575291
NWD162377	0.238916832
NWD569983	0
NWD399881	0.139047139
NWD190613	0.126866272
NWD882705	0.07496975
NWD469259	0.134094763
NWD828356	0.020057541
NWD501853	0.234378364
NWD447889	0.169947494
NWD350337	0.198040387
NWD310874	0.05984773
NWD564894	0.137838492
NWD510977	0.073224958
NWD675485	0.029329527
NWD229329	0.139817272
NWD458062	0.176546822
NWD730265	0.189243598
NWD168883	0.209141879
NWD978025	0.071818954
NWD537945	0.060978741
NWD155952	0.117772732
NWD138278	0.077633481
NWD790551	0.059123777
NWD696488	0.100986602
NWD662597	0.012664005
NWD782168	0
NWD821705	0.137317635
NWD468901	0.10814679
NWD801640	0.187629983
NWD202942	0.191152841
NWD134588	0.12411295
NWD667043	0.110541082
NWD761572	0.135801039
NWD721098	0.161682391
NWD442887	0.124730761
NWD697297	0.112127598
NWD753096	0.073703885
NWD617159	0.013537855
NWD691423	0.161027458
NWD933254	0.089402937
NWD144283	0.227870349
NWD714382	0.122472057
NWD718364	0.143493091
NWD193398	0.062222163
NWD937826	0.0265069
NWD239627	0.166335772
NWD361411	0.03120416
NWD411142	0.293670994
NWD683694	0.165554208
NWD767898	0.140060991
NWD238221	0.098604882
NWD738218	0.074086539
NWD632291	1.11E-16
NWD190032	0.067438748
NWD725987	0.083709906
NWD973894	0.151165523
NWD143264	0.15401486
NWD731156	0
NWD868350	0.10330999
NWD874629	0.087807608
NWD304262	0.200999048
NWD898097	0.100421329
NWD272025	0.201756071
NWD930704	0.089436188
NWD631096	0.098885944
NWD384960	0
NWD209197	0.187397662
NWD478377	0.009671858
NWD446566	0.135079102
NWD772009	0.220579543
NWD176284	0.068301393
NWD627251	0
NWD193506	0.180486384
NWD915313	0.068381442
NWD162168	0.173024682
NWD102857	0.197377234
NWD207391	0.109541987
NWD563356	0.267352309
NWD655626	0.008441212
NWD418779	0.274175163
NWD803502	0.234127306
NWD577875	0.105689322
NWD834198	0
NWD300542	0.072337032
NWD359041	0.020410928
NWD207046	0.10416016
NWD310343	0.111694566
NWD655952	0
NWD198595	0.153737213
NWD585647	0.040431513
NWD476148	0.076485115
NWD441277	0.122357339
NWD839793	0
NWD900700	0.14193442
NWD652952	0.234573709
NWD454450	0.063018263
NWD156763	0.107675209
NWD281529	0.074869232
NWD616863	0.064874328
NWD522975	0.153400856
NWD956908	0.021393521
NWD564011	0.085464757
NWD519133	0.146095046
NWD558140	0.210893224
NWD670898	0.118761378
NWD918683	0.082853018
NWD337724	0.270366059
NWD841354	0.165831809
NWD383850	0.115317184
NWD684170	0.124749644
NWD296494	0.248194348
NWD835626	0.107829294
NWD483149	0.085938069
NWD308430	0.057173216
NWD427925	0.098348236
NWD986296	0.073680612
NWD384131	0.104665821
NWD751815	0.208688906
NWD508338	0.166305507
NWD898200	0.278465035
NWD738660	0.255114443
NWD878180	0.193748533
NWD192321	0.010830679
NWD222335	0.045360561
NWD984535	0.085318648
NWD691284	0.040303118
NWD960018	0.150623118
NWD720538	0.201219403
NWD438440	0.291259269
NWD767353	0.190093361
NWD336784	0.164171839
NWD646519	0.0847992
NWD890929	0.142397952
NWD425207	0.053157016
NWD515698	0.227282595
NWD843511	0.262616453
NWD631064	0.189684849
NWD215274	0.106563004
NWD699640	0.195107379
NWD408741	0.129902207
NWD930249	0.16547255
NWD192779	0.139721249
NWD264336	0.130268459
NWD342936	0.093411763
NWD396036	0.064993551
NWD348289	0.090341061
NWD630000	0.184383381
NWD254074	0.215355811
NWD106455	0.051439268
NWD102199	0.059518281
NWD252996	0.07603508
NWD678313	0.175196806
NWD587107	0.08584683
NWD725614	0.067859125
NWD317802	0.063069883
NWD759469	0.036700096
NWD659268	0.030112696
NWD914047	0.032704553
NWD750618	0.023900599
NWD734215	0.059700033
NWD399897	0.111218692
NWD986474	0.062377721
NWD355980	0.133522034
NWD644246	0.124268909
NWD196992	0.158872153
NWD557939	0.143202584
NWD502671	0.184443725
NWD847233	0.075352578
NWD332712	0.173786889
NWD756569	0.149747431
NWD925149	0
NWD818221	0.190044151
NWD228733	0.234623336
NWD442767	0.140620162
NWD589143	0.109350624
NWD656711	0.074650593
NWD255612	0.045989627
NWD416506	0.055427531
NWD572765	0.078089075
NWD839772	0.118257094
NWD363450	0.087818602
NWD399394	0.140852341
NWD807453	0.135742459
NWD471502	0.141882749
NWD471164	0.052864144
NWD293340	0.132980206
NWD997300	0.01588969
NWD241956	2.22E-16
NWD320045	0.114456983
NWD544624	0.092229243
NWD763915	0.094550978
NWD927292	0.05680391
NWD792777	0.091275111
NWD409365	0.009248227
NWD661760	1.11E-16
NWD126301	0.090607662
NWD224985	0.108616632
NWD688259	0.107650703
NWD441558	0.066185151
NWD361072	0.288103882
NWD545649	0.184134217
NWD476893	0.028928621
NWD685464	0.101920924
NWD717632	0.107175055
NWD849066	0.055517839
NWD413816	0
NWD915824	0.203040164
NWD870639	0
NWD266866	0.154342033
NWD960562	0.083119985
NWD825685	0.192728641
NWD108200	0.084809992
NWD762024	0.214345747
NWD748357	0.196626846
NWD457464	0.054775116
NWD635896	0.139043771
NWD870250	0.25923059
NWD199971	0.178194242
NWD100126	0.062668084
NWD613459	0.14295789
NWD547725	0.133276899
NWD489949	0.255586848
NWD487680	0.108098129
NWD622668	0.151089767
NWD887986	0.167911653
NWD242542	0.03536836
NWD197233	0.148732662
NWD991818	0.18632584
