sample	tcell_fraction_float
NWD495069	0.233767178
NWD223663	0.1484941
NWD665977	0.06928788
NWD724974	0.091763524
NWD793539	0.255971367
NWD466508	0.180695109
NWD922502	0.119691404
NWD159454	0.030290926
NWD687793	0.141439209
NWD275167	0.132018441
NWD871391	0.071548
NWD638708	0.230560515
NWD941387	0.034144874
NWD590243	0.082380092
NWD633921	0.151935394
NWD308028	0.08413422
NWD630966	0.083538566
NWD418247	0.144128765
NWD318520	0.110248764
NWD670765	0.104054814
NWD265047	0.055615472
NWD428818	0.1049675
NWD289214	0.1906613
NWD923269	0.088173969
NWD830390	0.226369137
NWD763664	0.066881684
NWD817270	0.185197266
NWD295958	0.073072108
NWD542232	0.133540301
NWD346150	0
NWD619658	0.134822006
NWD712827	0.105322733
NWD685002	0.20771424
NWD801609	0.198537025
NWD439896	0.107284467
NWD161692	0.285576559
NWD266502	0.043879984
NWD118353	0.10353144
NWD828937	0.195677029
NWD672163	0.12146782
NWD452950	0.238504363
NWD831399	0.069793669
NWD121033	0.060693141
NWD891796	0.079470562
NWD193126	0.204899767
NWD837173	0.173639472
NWD125689	0.125537134
NWD868092	0.099500665
NWD216905	0.117496265
NWD377698	0.150809201
NWD184959	0.090232977
NWD980793	0.201124306
NWD353807	0.265940282
NWD846705	0.0317859
NWD361399	0.152250772
NWD360034	0.002511342
NWD302039	0.136988578
NWD603168	0.198367426
NWD912198	0.091294895
NWD615641	0.27992467
NWD642537	0.120519224
NWD743166	0.084855884
NWD277748	0.115175156
NWD647055	0.147547461
NWD518153	0.007471908
NWD203796	0.09243357
NWD829096	0.100097559
NWD506381	0.209340869
NWD121556	0.084760687
NWD877086	0.087076624
NWD593765	0.143481509
NWD503089	0.101197192
NWD286543	0.166138682
NWD560047	0.127609129
NWD822865	0.105970059
NWD785579	0.1158146
NWD141436	0.248177681
NWD906800	0.101455629
NWD606223	0.072748223
NWD784523	0.105555316
NWD582261	0.037546881
NWD162279	0.046244464
NWD561383	0.075345573
NWD601514	0.106903207
NWD984169	0.089912333
NWD356218	0.17716304
NWD977228	0.143924567
NWD126905	0.128341492
NWD706357	0.114254727
NWD739352	0.153823089
NWD146141	0.020070048
NWD780993	0.145697779
NWD187703	0.140610244
NWD451027	0.09748311
NWD256527	0.255214009
NWD776198	0.14809842
NWD323914	0.344274993
NWD155892	0.018701502
NWD105899	0.262717549
NWD455432	0.101361712
NWD949773	0.119268025
NWD170113	0.068143629
NWD966108	0.165040743
NWD858132	0.016327399
NWD561410	0.224319516
NWD184591	0.045795389
NWD112948	0.081446229
NWD828570	0.079163951
NWD736829	0.060224631
NWD834953	0.055954145
NWD355565	0.074809834
NWD201922	0.205544494
NWD522968	0
NWD857760	0.142809662
NWD641738	0.10271695
NWD124369	0.140531079
NWD390914	0.014479551
NWD801992	0.103961316
NWD673449	0.110237781
NWD590386	0.172879207
NWD760645	0.097384669
NWD398215	0.238398912
NWD361756	0.112440874
NWD710538	0.093829238
NWD616425	0.054925743
NWD148545	0.173030974
NWD357543	0.176902951
NWD624798	0.121184409
NWD894492	0.085088568
NWD711800	0.175836225
NWD450067	0.03526182
NWD224634	0.057466501
NWD834326	0.011280293
NWD625635	0.105966487
NWD782542	0.142103395
NWD411670	0.223032315
NWD593587	0.194737173
NWD817677	0.119681137
NWD183227	0.180549422
NWD578332	0.179855883
NWD924855	0.093538135
NWD775534	0.230324176
NWD736084	0.102043601
NWD583163	0.122502523
NWD538483	0.210618174
NWD247621	0.056298281
NWD988002	0.09448604
NWD870939	0.056721401
NWD318779	0.080320703
NWD407840	0.229975696
NWD354067	0.045456765
NWD434904	0.072675876
NWD506651	0.101420733
NWD987385	0.102684063
NWD956474	0.164277176
NWD327432	0
NWD158143	0.05544109
NWD726708	0.047471951
NWD225923	0.232370922
NWD909365	0.122198701
NWD652228	0.200690785
NWD738358	0.153992368
NWD849451	0.103519544
NWD811668	0.143472203
NWD671801	0.000257343
NWD185554	0.090626618
NWD351493	0.092901519
NWD265395	0.11226153
NWD655155	0.167006865
NWD983651	0.117677322
NWD993368	0.040429889
NWD235137	0.110148846
NWD636120	0.118852613
NWD975032	0.186824766
NWD318073	0.30796137
NWD226895	0.148247855
NWD383581	0
NWD394674	0.079616886
NWD505707	0.121399251
NWD305383	0.054279186
NWD409671	0.136385718
NWD700742	0.206746109
NWD990263	0.03589962
NWD169764	0
NWD102371	0.183298822
NWD493376	0.074473249
NWD442068	0.014534609
NWD108116	0.258480472
NWD894767	0.130371558
NWD841949	0.065856266
NWD577825	0.149586273
NWD850016	0.096432856
NWD515757	0.127729861
NWD472147	0.109552237
NWD648871	0.071740855
NWD485322	0.14494689
NWD183557	0.096674501
NWD167672	0.139018954
NWD696841	0.105861762
NWD643425	0.147964761
NWD139231	0.064496552
NWD637898	0.032495483
NWD998484	0.075907022
NWD540948	0.104611533
NWD191416	0.106438709
NWD552033	0.038671672
NWD942355	0.108954494
NWD277152	0.008503985
NWD498113	0.071057555
NWD115665	0.108743637
NWD697781	0.168904722
NWD377940	0.027120219
NWD337269	0.11445921
NWD237532	0.143847055
NWD870588	0.066400542
NWD745870	0.030361377
NWD409825	0.094246124
NWD459526	0.023635725
NWD942994	0.012187499
NWD753058	0.154952233
NWD593737	0.197293637
NWD199580	0.01217491
NWD206532	0
NWD645709	0.180880354
NWD370204	0.111919811
NWD933167	0.087048574
NWD910096	0.099257854
NWD560130	0.108807574
NWD441609	0.072062297
NWD745742	0.217148775
NWD101625	0.18282702
NWD149481	0.114265874
NWD181591	0.104980084
NWD663647	0.141699044
NWD171012	0.149765507
NWD362305	0.156954428
NWD677776	0.122113822
NWD742934	0.111679291
NWD232078	0.204956374
NWD418764	0.133893546
NWD953404	0.115191908
NWD518211	0.072075638
NWD717718	0.13142742
NWD975730	0.059155973
NWD811513	0.057382254
NWD768051	0.193506413
NWD314523	0.071022684
NWD245080	0.166856681
NWD135806	0.193738991
NWD784991	0.116609566
NWD320132	0.269244075
NWD464945	0.212348489
NWD356096	0.209634859
NWD705625	0.070375644
NWD660053	0.15315231
NWD951158	0.108214087
NWD310354	0.1380787
NWD215261	0.052598854
NWD955684	0.205347779
NWD860124	0.144007892
NWD634451	0.133255137
NWD110799	0.129303922
NWD612635	0.184321892
NWD450657	0.141817138
NWD984856	0.143193896
NWD653636	0.120269573
NWD308194	0.16718874
NWD802940	0.18580956
NWD307379	0.216320797
NWD887742	0.070843189
NWD251862	0.129392601
NWD420540	0.066733167
NWD335527	0.171583076
NWD933984	0.078125726
NWD323129	0.167740924
NWD817365	0.125437063
NWD570502	0.190648742
NWD205312	0.160260512
NWD459212	0.047482205
NWD761630	0.091853716
NWD941987	0.025078103
NWD632782	0.217694229
NWD221998	0.237606384
NWD186356	0.185888215
NWD328796	0.082903268
NWD881793	0.032389057
NWD348968	-2.22E-16
NWD417322	0.082520506
NWD619750	0.090106375
NWD811382	0.143459479
NWD449130	0.038460692
NWD137024	0.008239166
NWD309743	0.129215271
NWD542337	0.177021518
NWD511899	0.171232769
NWD799218	0
NWD155766	0.051203036
NWD428764	0.099987949
NWD347989	0.132764122
NWD219097	0.215728299
NWD583212	0.044624692
NWD404111	0.110949335
NWD817415	0.10886372
NWD467179	0.137917452
NWD797498	0.126711285
NWD430212	0.077884149
NWD815715	0.267105963
NWD485685	0.078795531
NWD867481	0.03651497
NWD130389	0.012247685
NWD484121	0.066206946
NWD257524	0.037543443
NWD870904	0.064707133
NWD659879	0.133999764
NWD563607	0.30416122
NWD493933	0.122138029
NWD420634	0.13773342
NWD313407	0.119339481
NWD246994	0.073695889
NWD241164	0.118394098
NWD665416	0.248955817
NWD846416	0.113482127
NWD692274	0.21590469
NWD698881	0.067346088
NWD988634	0.075808183
NWD533514	0.08907327
NWD450221	0.185625004
NWD795948	0.119382073
NWD771010	0.017928799
NWD421846	0.147165229
NWD196048	0.1126979
NWD102453	0.062047212
NWD340263	0.124155779
NWD774359	0.109706041
NWD551013	0.090907413
NWD238457	0.115092129
NWD517211	0.209630396
NWD771996	0.183943304
NWD286592	0.063810799
NWD619627	0.155007615
NWD211228	0.08211621
NWD935507	0.201274158
NWD332728	0.153322397
NWD706690	0.179109897
NWD594206	0.138392279
NWD954491	0.090807681
NWD751564	0.189755056
NWD346954	0.053366908
NWD142859	0.177641478
NWD925164	0.156471123
NWD811956	0.081653683
NWD155907	0.084778441
NWD942871	0.067434422
NWD251359	0.220486737
NWD195648	0.118509809
NWD216835	0.118715484
NWD523358	0.145458348
NWD389196	0.047329279
NWD187359	0.053416303
NWD306151	0.071467052
NWD968823	0.074590842
NWD753956	0.322694951
NWD855535	0.231949134
NWD110739	0.069463608
NWD980898	0.227797989
NWD490378	0.135118093
NWD637401	0.128204335
NWD373488	0.233218513
NWD261480	0.13092238
NWD653726	0.032739688
NWD303793	0.199956353
NWD710158	0.12131196
NWD590951	0.045136511
NWD291746	0.189183346
NWD436124	0.111286121
NWD189365	0.026934527
NWD887780	0.13741843
NWD416893	0.107865114
NWD180047	0.086413864
NWD272553	0.029872817
NWD660170	0.060782059
NWD532328	0.167883707
NWD108972	0.10981006
NWD589140	0.179951325
NWD794398	0.004530749
NWD935494	0.164339644
NWD592689	0.184669645
NWD828863	0.136155408
NWD904290	0.155391708
NWD206536	0.071598692
NWD625108	0.196299622
NWD944575	0.176256963
NWD277260	0.234234137
NWD903453	0.034000727
NWD566346	0.176173145
NWD548744	0.150920858
NWD434013	0.067418192
NWD615561	0.05159454
NWD237616	0.140998259
NWD949387	0.259006342
NWD597609	0.126281425
NWD489549	0.139406372
NWD690581	0.029699572
NWD875228	0.14011415
NWD801923	0.095471998
NWD357249	0.075009847
NWD531561	0.097465474
NWD362758	0.079703932
NWD581926	0.159657309
NWD435372	0.10757138
NWD357798	0.065807985
NWD416214	0.093105689
NWD185809	0.186246496
NWD973136	0
NWD827833	0.029776457
NWD840210	0.07307277
NWD889292	0.110236091
NWD423686	0.047119993
NWD104194	0.188930106
NWD156310	0.144583686
NWD869142	0.253234863
NWD722499	0.162288237
NWD115576	0.163189034
NWD485940	0.10922948
NWD264184	0.039285596
NWD422644	0.1087976
NWD646496	0.138393724
NWD873016	0.176792531
NWD182808	0.194537699
NWD447282	0.123983113
NWD873437	0.121678737
NWD141118	0.234122364
NWD711268	0.141547914
NWD774662	0.206066423
NWD412505	0.209457781
NWD418927	0.225321545
NWD146751	0.217522879
NWD558713	0.155751955
NWD950360	0.260280645
NWD620194	0.128728839
NWD314300	0.155383095
NWD615460	0.167993299
NWD601747	0.036890627
NWD217470	0.023938903
NWD554743	0.183332779
NWD119060	0.367460413
NWD639601	0.028940092
NWD928324	0.21860512
NWD933744	0.125527206
NWD448696	0.129546247
NWD188232	0.192258695
NWD872198	0.062598681
NWD292046	0.057262344
NWD709904	0.106236388
NWD809392	0.110185216
NWD581156	0.103268192
NWD873741	0.157511921
NWD667558	0.121481931
NWD797364	0.229366708
NWD653620	1.11E-16
NWD642452	0.17823237
NWD526922	0.072343534
NWD189296	0.116572954
NWD444968	0.245482558
NWD469814	0.162550876
NWD755414	0.186731763
NWD193084	0.144121919
NWD773795	0
NWD937426	0.161814822
NWD189721	0.113659822
NWD134357	0.05465213
NWD613562	0.169043259
NWD492335	0.142966323
NWD140984	0.153876917
NWD229577	0.053132499
NWD818980	0
NWD129207	0.016649543
NWD588239	0.20189263
NWD448489	0.023327011
NWD358094	0.171732094
NWD616872	0.233096016
NWD230792	0.165630905
NWD172201	0.11947091
NWD189614	0.065104637
NWD659521	0.080853806
NWD158693	0.088014736
NWD298674	0.123405246
NWD240893	0.089871915
NWD252589	0.155953952
NWD518047	0.147374465
NWD862356	0.185081918
NWD605218	0.075447246
NWD827630	0.18199769
NWD189835	0.071697319
NWD830908	0.037833019
NWD650093	0.072566483
NWD753059	0.127870909
NWD313784	0.025562485
NWD356329	0.135516457
NWD858412	0.139679943
NWD591570	0.199460233
NWD288221	0.076485449
NWD210900	0.147430778
NWD888819	0.145302041
NWD299581	0.189081448
NWD791881	0.173093863
NWD846948	0.130389195
NWD738281	0
NWD612508	0.050135632
NWD635206	0.224373629
NWD348791	0.226098189
NWD919657	0.131317216
NWD672278	0.035955058
NWD736618	0.006782877
NWD447444	0.090103715
NWD294116	0.166633991
NWD191426	0.110265578
NWD415355	0.118031682
NWD728770	0
NWD526215	0
NWD574101	0.130357809
NWD952122	0.151944243
NWD108798	0.041780386
NWD145410	0.134749471
NWD621649	0.140779225
NWD873588	0.232577728
NWD885907	0.039030246
NWD249799	0.249073385
NWD182846	0.04826388
NWD536585	0.120504452
NWD934453	0.108034262
NWD246773	0
NWD371011	0.074339943
NWD968227	0.104834179
NWD983255	0.139758047
NWD394083	0.091458333
NWD337943	0.085287898
NWD158382	0.172529993
NWD150583	0.149794963
NWD505271	0.125639795
NWD771924	0.067593958
NWD774981	0.088787983
NWD114238	0.092311867
NWD322029	0.157497698
NWD212931	0.058330275
NWD491252	0.125753535
NWD696385	0.196601267
NWD967975	0
NWD674354	0.059153888
NWD688683	0
NWD170181	0.163585977
NWD481046	0.032886834
NWD799025	0.168119666
NWD584172	2.22E-16
NWD141273	0.212414335
NWD127337	0.197250707
NWD679358	0.089498235
NWD681014	0.304027587
NWD304690	0.068996846
NWD891539	0.248201543
NWD443797	0.095226326
NWD689680	0.162101887
NWD865832	0.043519551
NWD635901	0.16247576
NWD658752	0.108068194
NWD365524	0.178876371
NWD981296	0.107140569
NWD382261	0.279728577
NWD234777	0.223449678
NWD173129	0.169759171
NWD775829	0
NWD334714	0.020106992
NWD221055	0.052599043
NWD212985	0.131510729
NWD237581	0.114631213
NWD921192	0.124291085
NWD226631	0.109662485
NWD799338	0.121301632
NWD982202	0.095555284
NWD197913	0.106556754
NWD599270	0.142327436
NWD791480	0.145438595
NWD323435	0.112873028
NWD321456	0.16594981
NWD786880	0.116953494
NWD988848	0.043794304
NWD623691	0.234896366
NWD341565	0.15118286
NWD981776	0.060238386
NWD630861	0.174984098
NWD468335	0.126030847
NWD321144	0.1458975
NWD433115	0.019262001
NWD894282	0.07498419
NWD162565	0.109373612
NWD689525	0.201311761
NWD248865	0.123361473
NWD332478	-2.22E-16
NWD488416	0.151845286
NWD294696	0.215027012
NWD110134	0.086047781
NWD943942	0.062911959
NWD733373	0.174468363
NWD529496	0.057351462
NWD495767	0.117955124
NWD476949	0.079223145
NWD445857	0.135699216
NWD317615	0.148968497
NWD589357	0.141294695
NWD280180	0.217825946
NWD797540	0.157846013
NWD386557	0.008227442
NWD509983	0.1624145
NWD636776	0.183646537
NWD233141	0.025373815
NWD836768	0.167755644
NWD101468	0.091333924
NWD454581	0.121027292
NWD218269	0.153834628
NWD305611	0.092687508
NWD299817	0.034759822
NWD688040	0.112359434
NWD607373	0.188467966
NWD720422	1.11E-16
NWD429380	0.137336354
NWD167243	0
NWD759493	0.064937831
NWD447054	0.097117282
NWD976111	0.10596162
NWD960600	0.137662963
NWD144446	0.112712422
NWD619447	0.087980716
NWD278921	0.139054718
NWD576027	0.030957313
NWD999550	0.206057146
NWD939969	0.100661296
NWD207494	0.082656716
NWD757864	0.107979904
NWD197612	0.04807073
NWD550762	0.196173261
NWD137346	0.17985502
NWD821659	0.164041043
NWD820486	0.198544197
NWD291081	0
NWD124677	0.107091011
NWD998500	0.112643597
NWD265835	0.224494305
NWD261018	0.120767098
NWD227125	0.111535468
NWD755820	0.069548556
NWD567456	0.077213851
NWD416538	0.105596253
NWD740802	0.089595872
NWD198767	0.073470222
NWD906455	0.122128875
NWD356312	0.095214031
NWD355276	0.140671475
NWD446014	0.141258438
NWD574688	-2.22E-16
NWD174426	0.134762214
NWD751294	0.078470686
NWD152043	0.056312885
NWD492953	0.093428317
NWD575621	0.121905835
NWD752066	0.161845884
NWD566394	0.054681774
NWD971037	0.17095803
NWD960141	0.048641619
NWD897234	0.100266532
NWD820045	0.061944383
NWD293663	0.025770419
NWD740044	0.140176397
NWD398318	0.208243809
NWD832189	0.118725415
NWD261048	0
NWD723248	0.100917108
NWD314399	0.126577157
NWD499024	0.047760475
NWD168877	0.220621848
NWD560335	0.147684904
NWD191073	0.103595474
NWD612390	0.213798722
NWD868152	0.054019343
NWD439038	0.09451227
NWD388676	0.201250533
NWD821739	0
NWD113882	0.165106783
NWD319475	0.240864563
NWD889799	0.159860508
NWD651518	0.154113521
NWD867647	0.090598914
NWD178055	0.174457617
NWD426274	0.173309609
NWD950646	0.229659731
NWD415129	0.091676381
NWD134547	0.14361337
NWD563403	0.121526523
NWD677333	0.02850669
NWD386743	0.119346485
NWD974939	0.133313492
NWD431599	0.266202257
NWD232623	0.144161605
NWD264444	0.099143663
NWD334984	0.152125695
NWD817636	0.087406821
NWD606594	0.176374082
NWD637707	0.174337897
NWD560907	0.05726908
NWD697747	0.060869594
NWD136066	0.05527619
NWD183553	0.100073954
NWD660538	0.06066328
NWD497419	0.03900174
NWD290041	0.126051822
NWD782237	0.207774934
NWD925563	0.124016212
NWD542831	0.207347403
NWD599519	0.030879576
NWD798189	0.216888318
NWD275652	0.121024431
NWD122237	0.19515902
NWD100897	0.18321751
NWD280054	0
NWD970410	0.089577918
NWD925982	0.134011763
NWD491385	0.048225395
NWD213791	0.123631999
NWD745396	0.112933223
NWD464165	0.091666318
NWD618550	0.150881732
NWD575463	0.12489512
NWD275442	0.168001616
NWD187079	0.1290262
NWD567978	0.13110462
NWD140567	0.161556036
NWD733695	0.065590326
NWD644238	0.221306801
NWD533717	0.098774773
NWD160891	0.113719757
NWD166740	0.124291746
NWD184242	0
NWD968255	0.118501607
NWD180844	0.008220062
NWD391445	0.107989842
NWD658255	0.218546278
NWD380353	0.068050222
NWD950426	0.124935576
NWD754167	0.243811151
NWD300624	0.156753363
NWD479749	0.05326146
NWD284002	0.096252238
NWD662538	0.12215156
NWD915001	0.085403568
NWD386793	0.138464926
NWD831689	0.170115005
NWD285029	0.061137919
NWD142216	0.15115171
NWD623483	0.14809218
NWD100562	0.223239398
NWD850569	0.078626044
NWD276203	0.129958567
NWD666741	0.06170822
NWD178433	0.022298862
NWD789238	0.092572662
NWD524390	0.142241427
NWD593961	0.138912538
NWD318671	0.098438294
NWD260111	0.177230435
NWD573659	0.148003318
NWD124759	0.126245215
NWD482998	0.085104962
NWD356791	0.131945988
NWD288692	0.110351618
NWD518067	0.215384218
NWD406384	0.043134162
NWD335907	0.061259699
NWD449123	0.110621861
NWD688147	0.011580795
NWD249399	0.10850701
NWD167012	0.037022395
NWD479449	0.081140078
NWD377501	0.150537916
NWD998818	0.048620936
NWD252216	0.083899081
NWD709476	0.160622264
NWD459075	0.113191804
NWD492834	0.097824359
NWD370098	0.199954325
NWD109102	0.113111904
NWD501091	0.048336668
NWD938231	0.13283482
NWD135896	0.064432877
NWD488323	0.17167146
NWD104668	0.169085104
NWD913087	0.086491816
NWD714185	0.140637122
NWD958944	0.236811782
NWD432190	0.164594109
NWD443271	0.095257894
NWD562626	0.12443897
NWD701607	0.099355215
NWD598637	0.036367121
NWD799324	0.153327364
NWD426303	0.228003903
NWD419144	0.243912738
NWD697521	0.013850775
NWD225533	0.018823644
NWD638959	0.070311803
NWD533378	0.206565729
NWD520366	0.054495519
NWD186757	0.051728816
NWD834827	0.092441039
NWD324651	0.232982218
NWD375893	0.085613065
NWD554058	0.11920419
NWD162665	0.185112225
NWD873812	0.213333547
NWD107338	2.22E-16
NWD989455	0.227525882
NWD276197	0.08689932
NWD291398	0.025891769
NWD413087	0.099112499
NWD532320	0.203230093
NWD596896	0.144233227
NWD568250	0.040355464
NWD620161	0.098647823
NWD216377	0.063375726
NWD551463	0.138323032
NWD718357	0.181746459
NWD824144	0.070089487
NWD159856	0.129755154
NWD120039	0.134760487
NWD566718	0.179090016
NWD201302	0.203238215
NWD377799	0.128591625
NWD294138	0.153913252
NWD416985	0.180189836
NWD769877	0.163739191
NWD292741	0
NWD651216	0.207891636
NWD803756	0.071814835
NWD926584	0.252407196
NWD653436	0.062182668
NWD705850	0
NWD913407	0.232644023
NWD111269	0.214730064
NWD250262	0.108232222
NWD690395	0
NWD498379	0.086336797
NWD250113	0.020671224
NWD319258	0.042029964
NWD379392	0.147781701
NWD139250	0.10312172
NWD145936	0.142077743
NWD724555	0.142055882
NWD394604	0.107952228
NWD825047	0.121806465
NWD905859	0.120077109
NWD683804	0.117696546
NWD423770	0.133837933
NWD653652	0.12158469
NWD134238	0.13780402
NWD144401	0.055526359
NWD262409	0.094177444
NWD211884	0.088991178
NWD281175	0.110857541
NWD743657	0.114989634
NWD450278	0.169825942
NWD968254	0.2346583
NWD843589	0.103080463
NWD547110	0.157104265
NWD919687	0.167376996
NWD220667	0.088448701
NWD974704	0.23411664
NWD307739	0.119198059
NWD257133	0.105971161
NWD435893	0.131545945
NWD435940	0.076363018
NWD150552	0.193430219
NWD752437	0.090029016
NWD656363	0.149660618
NWD376655	0.194559786
NWD981120	0.060182357
NWD746596	0.16453788
NWD830581	0.060295095
NWD647566	0.135365983
NWD585522	0.081865148
NWD608346	0
NWD436543	0.124136167
NWD374509	0.045750299
NWD843441	1.11E-16
NWD349931	0.190711911
NWD731675	0.114044155
NWD720720	0.139022875
NWD219986	0.055922897
NWD482320	0.149936156
NWD378406	0.075008685
NWD106031	0.158462166
NWD844432	0.109668748
NWD743426	0.085516798
NWD705178	0.151744171
NWD753411	0.203129325
NWD498020	0.181456868
NWD253576	0.127104243
NWD213241	0.171789378
NWD836168	0.020257776
NWD871624	0.122558973
NWD181419	0.222754227
NWD673010	0.08605693
NWD509558	0.194502013
NWD922928	0.079639055
NWD326684	0.078681088
NWD195982	0.074844029
NWD828019	0.17021431
NWD640765	0.045925277
NWD608250	0.118080385
NWD649459	0.072745501
NWD311894	0.031615546
NWD688814	0.038446946
NWD485194	0.100131565
NWD772176	0.11930813
NWD664737	0.206190637
NWD606092	0.114494649
NWD154155	0.153519588
NWD869380	0.141805814
NWD891420	0.11900397
NWD398835	0.167152966
NWD235985	0.195815478
NWD659713	0.080442211
NWD754586	0.169475151
NWD143111	0.159003704
NWD836807	0.196639687
NWD897363	0.158446553
NWD739477	0.06969903
NWD964250	0.181341717
NWD543773	0.089046766
NWD144166	0.196946781
NWD106829	0.147421882
NWD652364	0.148278195
NWD351997	0.236144328
NWD756332	0.082691373
NWD684297	0.112299018
NWD215711	0.030612075
NWD128944	0.194314296
NWD641832	0.063523655
NWD626874	0.096012833
NWD115093	0.051975525
NWD260899	0.062924779
NWD895904	0.399476975
NWD575358	0.041251245
NWD660309	0.033767798
NWD794174	0.076630485
NWD165443	0.165528856
NWD200345	0.082492222
NWD218108	0.126853573
NWD574936	0.132408588
NWD464115	0.089084152
NWD776503	0
NWD361858	0.178719461
NWD694615	0.137336252
NWD832740	0.136174284
NWD259165	0.060646865
NWD392363	0.074569443
NWD529550	0.079404481
NWD196115	0.197299286
NWD833779	0.21958016
NWD705236	0.048859797
NWD805308	0.246467919
NWD609461	0.100351278
NWD495426	0.14956753
NWD899078	0.240292321
NWD210114	0.043836071
NWD930883	0.081805049
NWD653944	0.319536478
NWD288392	0.096484961
NWD314020	0.105588688
NWD922538	0.020543973
NWD133451	0.078741492
NWD954128	0
NWD503216	0.066768939
NWD356148	0.174434248
NWD486732	0.173785516
NWD463873	0.123686031
NWD670812	0.045809762
NWD484275	0.05036831
NWD679415	0.198941766
NWD237033	0.214504131
NWD866554	0.124284052
NWD945659	0.091181234
NWD716786	0.149693304
NWD253266	0.099863289
NWD880750	0.078467393
NWD918096	0.094752816
NWD492073	0.047896732
NWD516195	0.030175969
NWD758704	0.155161528
NWD417171	0.072297214
NWD773759	0.110375034
NWD209579	0.107837055
NWD665869	0
NWD229326	0.123039124
NWD701042	0.110020303
NWD503653	0.067855193
NWD968405	0.123567553
NWD696927	0.137446712
NWD434415	0.148688022
NWD909528	0.232616928
NWD926325	0.073311235
NWD112414	0.102425622
NWD796691	0.132092464
NWD552472	0.096667994
NWD421439	0.097878029
NWD777571	0.120319569
NWD296314	0.076893714
NWD897571	0.149361751
NWD285810	0.124294816
NWD616983	0.090932313
NWD992049	0.104532706
NWD106096	0.13079182
NWD846973	0.1205884
NWD509167	0.13672874
NWD562656	0.050759149
NWD956463	0.121719261
NWD484001	0.144363275
NWD155268	0.083788999
NWD951938	0.096631425
NWD587156	0.149714057
NWD698268	0.188146108
NWD858540	0.179818543
NWD130843	0.123472865
NWD500511	0.196846186
NWD959208	0.202264677
NWD697419	0.042162938
NWD413171	0.187110077
NWD724403	0.151252427
NWD557417	0.093709903
NWD131787	0.07975709
NWD574439	0.145398809
NWD511827	0.143253195
NWD321672	0
NWD209842	0.173350717
NWD794709	0.103875122
NWD106124	0.065607876
NWD212050	0.185363588
NWD362303	0.186103197
NWD425659	0.149678311
NWD836038	0.015658119
NWD253014	0.064473803
NWD968651	0.210468331
NWD378231	0.166151983
NWD427649	0.174720216
NWD485384	0.121080619
NWD964244	0.149309655
NWD298408	0.075141726
NWD358185	0.062710063
NWD279317	0.138365446
NWD671294	0.059441409
NWD214612	0.129595058
NWD847653	0.113764882
NWD452220	0.156157395
NWD256826	0.240956623
NWD679708	0.14399369
NWD576418	0.004829452
NWD142245	0.154779423
NWD698935	0.167707291
NWD693367	0.138732846
NWD225667	0.168211654
NWD497406	0.105129494
NWD761827	0.038991144
NWD726626	0.196254886
NWD215806	0.046437753
NWD236326	0.113077784
NWD644560	0.12629203
NWD257272	0.032409074
NWD446351	0.041220161
NWD780607	0.153176171
NWD679454	0.169817934
NWD280479	0.131314258
NWD362226	0.15482849
NWD807980	0.178223824
NWD418637	0.066284314
NWD626783	0.031496306
NWD386369	0.092758612
NWD388597	0.133288157
NWD254663	0
NWD412799	0.159893018
NWD693588	0.179060411
NWD829545	0.043483477
NWD613125	0.032887994
NWD178691	1.11E-16
NWD454730	0.096488286
NWD659755	0.13080919
NWD649020	0.130987936
NWD739846	0.010207772
NWD276276	0.082440284
NWD820492	0.165487251
NWD504035	0.142363962
NWD866104	0.137342953
NWD409717	0.164229563
NWD349972	0.052531994
NWD368791	0.103822081
NWD143552	0.103810895
NWD651936	0.122844057
NWD218895	0.079443129
NWD825512	0.056310218
NWD777311	0.186434533
NWD731420	0.267417664
NWD943611	0.069985052
NWD168233	0.178554919
NWD707261	0.153707893
NWD454833	0.066845978
NWD625187	0.215932361
NWD302215	0.105545889
NWD898007	0.094143676
NWD295403	0.15359458
NWD100740	0.254934332
NWD900219	0.168643912
NWD199187	0.135705977
NWD241054	0.227576186
NWD749076	0.098681157
NWD787500	0.132920506
NWD766792	0.149922522
NWD446465	0.287046491
NWD374826	0.076757211
NWD343156	0.129594544
NWD570520	0.012823461
NWD635294	0.126285882
NWD529581	0.241357554
NWD391637	0.094238052
NWD109226	0.202533181
NWD144872	0.113910245
NWD454907	0.133790315
NWD248921	0.060986372
NWD467197	0.037472632
NWD690842	0.089886371
NWD847325	0.162009447
NWD444278	0.024287173
NWD810133	0.037283098
NWD117324	0.017602079
NWD867065	0.07377971
NWD958740	0
NWD429014	0.089680552
NWD741256	0.007920899
NWD716014	0.097661256
NWD798915	0.148420652
NWD842737	0.20341026
NWD140706	0.127801781
NWD764649	0.17200361
NWD683553	0.150559892
NWD636532	0.197367316
NWD507316	0.315712335
NWD471057	0.209053818
NWD289197	0.078304632
NWD751829	0.203327072
NWD223734	0.116222172
NWD984247	0
NWD592016	0.137707943
NWD383804	0.03691672
NWD499188	0.143502159
NWD887983	0.101710892
NWD340137	0.140863826
NWD640896	0.097795842
NWD326794	0.142273367
NWD143596	0.112303519
NWD514748	0.144871732
NWD577961	0.119307563
NWD640869	0.106809948
NWD389524	0.15116884
NWD349960	0.184728886
NWD365891	0.082072507
NWD105850	0.085575282
NWD738018	0.161363079
NWD352876	0.075049515
NWD155956	0.147238841
NWD390179	0.187161584
NWD626202	0.221609995
